,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,facility_type,intersection_street_1,intersection_street_2,landmark,closed_date,taxi_pick_up_location,vehicle_type
81,60454264,2024-03-01T00:45:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,85 GRANITE STREET,GRANITE STREET,BUSHWICK AVENUE,DEAD END,ADDRESS,BROOKLYN,In Progress,,2024-03-01T01:36:38.000,04 BROOKLYN,3034570056,BROOKLYN,1010164,188422,PHONE,Unspecified,BROOKLYN,40.68381369829353,-73.90656506996216,"{'latitude': '40.68381369829353', 'longitude': '-73.90656506996216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,42,2,37,53,53,,BUSHWICK AVENUE,DEAD END,GRANITE STREET,,,
82,60453624,2024-03-01T00:45:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11223,62 AVENUE U,AVENUE U,WEST   11 STREET,WEST   10 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-03-01T00:50:50.000,15 BROOKLYN,3071160001,BROOKLYN,989229,156414,PHONE,Unspecified,BROOKLYN,40.595995132779436,-73.98207144455243,"{'latitude': '40.595995132779436', 'longitude': '-73.98207144455243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18183,32,2,45,36,36,,WEST   11 STREET,WEST   10 STREET,AVENUE U,2024-03-01T00:50:47.000,,
83,60452474,2024-03-01T00:44:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11209,7309 3 AVENUE,3 AVENUE,73 STREET,74 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:09:00.000,10 BROOKLYN,3059180006,BROOKLYN,976679,169785,PHONE,Unspecified,BROOKLYN,40.632693928233444,-74.02727691064146,"{'latitude': '40.632693928233444', 'longitude': '-74.02727691064146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41,41,,73 STREET,74 STREET,3 AVENUE,2024-03-01T01:08:56.000,,
84,60454366,2024-03-01T00:44:30.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10011,209 8 AVENUE,8 AVENUE,WEST   20 STREET,WEST   21 STREET,ADDRESS,NEW YORK,In Progress,,,04 MANHATTAN,1007440043,MANHATTAN,984364,210258,ONLINE,Unspecified,MANHATTAN,40.74378623847744,-73.99958859426553,"{'latitude': '40.74378623847744', 'longitude': '-73.99958859426553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12074,12,4,10,6,6,,WEST   20 STREET,WEST   21 STREET,8 AVENUE,,"209 8 AVENUE, MANHATTAN (NEW YORK), NY, 10011",
85,60457927,2024-03-01T00:44:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,85-32 54 AVENUE,54 AVENUE,HASPEL STREET,VAN HORN STREET,ADDRESS,ELMHURST,In Progress,,,04 QUEENS,4028780023,QUEENS,1017573,206633,MOBILE,Unspecified,QUEENS,40.73377374027785,-73.87976124902485,"{'latitude': '40.73377374027785', 'longitude': '-73.87976124902485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,HASPEL STREET,VAN HORN STREET,54 AVENUE,,,
86,60451239,2024-03-01T00:44:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,8 WEST  118 STREET,WEST  118 STREET,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:26:17.000,10 MANHATTAN,1016010027,MANHATTAN,999264,231498,PHONE,Unspecified,MANHATTAN,40.802071724836175,-73.94576969605409,"{'latitude': '40.802071724836175', 'longitude': '-73.94576969605409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423,18,4,36,18,18,,5 AVENUE,LENOX AVENUE,WEST  118 STREET,2024-03-01T01:26:14.000,,
87,60456774,2024-03-01T00:43:50.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10011,118 8 AVENUE,8 AVENUE,WEST   15 STREET,WEST   16 STREET,ADDRESS,NEW YORK,In Progress,,,04 MANHATTAN,,MANHATTAN,983792,209217,ONLINE,Unspecified,MANHATTAN,40.74092894191073,-74.00165276969982,"{'latitude': '40.74092894191073', 'longitude': '-74.00165276969982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12074,12,4,10,6,6,,WEST   15 STREET,WEST   16 STREET,8 AVENUE,,"118 8 AVENUE, MANHATTAN (NEW YORK), NY, 10011",
88,60450060,2024-03-01T00:43:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11225,100 LEFFERTS AVENUE,LEFFERTS AVENUE,WASHINGTON AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:19:00.000,09 BROOKLYN,3013270034,BROOKLYN,995845,180421,PHONE,Unspecified,BROOKLYN,40.66188309106764,-73.95820708215977,"{'latitude': '40.66188309106764', 'longitude': '-73.95820708215977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509,17,2,11,44,44,,WASHINGTON AVENUE,BEDFORD AVENUE,LEFFERTS AVENUE,2024-03-01T01:18:56.000,,
89,60451274,2024-03-01T00:43:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2223 GLEASON AVENUE,GLEASON AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2024-03-01T01:15:10.000,09 BRONX,2038210077,BRONX,1025732,242455,MOBILE,Unspecified,BRONX,40.832060953050245,-73.85010014779408,"{'latitude': '40.832060953050245', 'longitude': '-73.85010014779408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,58,5,31,26,26,,CASTLE HILL AVENUE,HAVEMEYER AVENUE,GLEASON AVENUE,2024-03-01T01:15:07.000,,
90,60451281,2024-03-01T00:43:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1403 GRAND CONCOURSE,GRAND CONCOURSE,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T00:52:03.000,04 BRONX,2028330030,BRONX,1008147,244946,ONLINE,Unspecified,BRONX,40.83896311232895,-73.91363658344284,"{'latitude': '40.83896311232895', 'longitude': '-73.91363658344284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,50,5,29,27,27,,EAST  170 STREET,EAST  171 STREET,GRAND CONCOURSE,2024-03-01T00:51:58.000,,
91,60451713,2024-03-01T00:43:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,881 ERSKINE STREET,ERSKINE STREET,SCHROEDERS WALK,GATEWAY DRIVE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2024-03-01T01:14:59.000,05 BROOKLYN,3045860204,BROOKLYN,1020866,178539,ONLINE,Unspecified,BROOKLYN,40.65664930178733,-73.86803191524112,"{'latitude': '40.65664930178733', 'longitude': '-73.86803191524112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215,45,2,25,47,47,,SCHROEDERS WALK,GATEWAY DRIVE,ERSKINE STREET,2024-03-01T01:14:52.000,,Car
92,60455352,2024-03-01T00:42:41.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11358,196-27 45 AVENUE,45 AVENUE,196 STREET,CONNECTOR ROAD TO   45 AVENUE WB,ADDRESS,FLUSHING,In Progress,,2024-03-01T01:31:41.000,11 QUEENS,4055210051,QUEENS,1043922,214850,ONLINE,Unspecified,QUEENS,40.75618876192663,-73.78461404685623,"{'latitude': '40.75618876192663', 'longitude': '-73.78461404685623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14193,26,3,20,69,69,,196 STREET,CONNECTOR ROAD TO   45 AVENUE WB,45 AVENUE,,,
93,60455985,2024-03-01T00:42:15.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,610 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2024-03-01T01:15:29.000,05 BROOKLYN,3045860951,BROOKLYN,1020259,178329,ONLINE,Unspecified,BROOKLYN,40.65607538763192,-73.8702207279929,"{'latitude': '40.65607538763192', 'longitude': '-73.8702207279929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215,45,2,25,47,47,,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,2024-03-01T01:15:23.000,,
94,60456074,2024-03-01T00:41:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,2034 ACP BOULEVARD,ACP BOULEVARD,WEST  121 STREET,WEST  122 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:08:39.000,10 MANHATTAN,1019270033,MANHATTAN,998113,233221,MOBILE,Unspecified,MANHATTAN,40.806802766084154,-73.94992352912801,"{'latitude': '40.806802766084154', 'longitude': '-73.94992352912801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12424,18,4,36,18,18,,WEST  121 STREET,WEST  122 STREET,7 AVENUE,2024-03-01T01:08:36.000,,
95,60457278,2024-03-01T00:41:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030,217 WEST  135 STREET,WEST  135 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-03-01T00:47:11.000,10 MANHATTAN,1019410020,MANHATTAN,999572,236468,PHONE,Unspecified,MANHATTAN,40.815712466861115,-73.9446458618827,"{'latitude': '40.815712466861115', 'longitude': '-73.9446458618827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12427,18,4,36,20,20,,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  135 STREET,2024-03-01T00:47:09.000,,
96,60451877,2024-03-01T00:41:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,247 GRAND STREET,GRAND STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,In Progress,,2024-03-01T01:44:41.000,01 BROOKLYN,3023820024,BROOKLYN,995665,199229,ONLINE,Unspecified,BROOKLYN,40.713506962929216,-73.95882400645834,"{'latitude': '40.713506962929216', 'longitude': '-73.95882400645834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,30,56,56,,DRIGGS AVENUE,ROEBLING STREET,GRAND STREET,,,
97,60449194,2024-03-01T00:41:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,610 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2024-03-01T01:08:15.000,05 BROOKLYN,3045860951,BROOKLYN,1020259,178329,ONLINE,Unspecified,BROOKLYN,40.65607538763192,-73.8702207279929,"{'latitude': '40.65607538763192', 'longitude': '-73.8702207279929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215,45,2,25,47,47,,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,2024-03-01T01:08:09.000,,SUV
98,60456062,2024-03-01T00:40:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10001,45 WEST   27 STREET,WEST   27 STREET,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-03-01T01:06:42.000,05 MANHATTAN,1008290011,MANHATTAN,987116,210655,ONLINE,Unspecified,MANHATTAN,40.74487544050591,-73.98965694636395,"{'latitude': '40.74487544050591', 'longitude': '-73.98965694636395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12073,11,4,10,7,7,,BROADWAY,AVENUE OF THE AMERICAS,WEST   27 STREET,2024-03-01T01:06:36.000,,
99,60450476,2024-03-01T00:40:19.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,1132 ESSEX STREET,ESSEX STREET,VANDALIA AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2024-03-01T01:11:59.000,05 BROOKLYN,3044520701,BROOKLYN,1019860,178375,ONLINE,Unspecified,BROOKLYN,40.6562032609717,-73.87165851044746,"{'latitude': '40.6562032609717', 'longitude': '-73.87165851044746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17215,45,2,25,47,47,,VANDALIA AVENUE,SCHROEDERS AVENUE,ESSEX STREET,2024-03-01T01:11:55.000,,Van
