,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,intersection_street_1,intersection_street_2,landmark,vehicle_type,closed_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date,taxi_company_borough
978,59866462,2023-12-28T21:30:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10458,2770 BRIGGS AVENUE,BRIGGS AVENUE,EAST  196 STREET,EAST  197 STREET,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-28T22:48:07.000,07 BRONX,2032950016,BRONX,1014569,255447,ONLINE,Unspecified,BRONX,40.86776549729065,-73.89038009735448,"{'latitude': '40.86776549729065', 'longitude': '-73.89038009735448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,24,5,22,34,34,EAST  196 STREET,EAST  197 STREET,BRIGGS AVENUE,,2023-12-28T22:48:05.000,,,,,,,
979,59868312,2023-12-28T21:30:12.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11201,171 CONGRESS STREET,CONGRESS STREET,HENRY STREET,CLINTON STREET,ADDRESS,BROOKLYN,,In Progress,,,06 BROOKLYN,3002960035,BROOKLYN,985369,190084,UNKNOWN,Unspecified,BROOKLYN,40.688413371263614,-73.99596508145274,"{'latitude': '40.688413371263614', 'longitude': '-73.99596508145274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16865,14,2,27,48,48,HENRY STREET,CLINTON STREET,CONGRESS STREET,,,,,,,,,
980,59866535,2023-12-28T21:29:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,111-22 38 AVENUE,38 AVENUE,111 STREET,112 STREET,ADDRESS,CORONA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-12-28T22:39:50.000,03 QUEENS,4017830016,QUEENS,1024073,213757,PHONE,Unspecified,QUEENS,40.753300436991715,-73.85626528165511,"{'latitude': '40.753300436991715', 'longitude': '-73.85626528165511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,65,3,21,73,73,111 STREET,112 STREET,38 AVENUE,,2023-12-28T22:39:46.000,,,,,,,
981,59863628,2023-12-28T21:28:17.000,DOT,Department of Transportation,Street Condition,Pothole,,11416,,,,,INTERSECTION,QUEENS,N/A,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-12-28T21:28:17.000,09 QUEENS,,QUEENS,1028411,189155,UNKNOWN,Unspecified,QUEENS,40.68575338299483,-73.8407694119047,"{'latitude': '40.68575338299483', 'longitude': '-73.8407694119047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24012,46,3,41,60,60,101 AVENUE,102 STREET,,,,,,,,,,
982,59862864,2023-12-28T21:27:55.000,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,10314,145 EAST SERVICE ROAD,EAST SERVICE ROAD,GLEN STREET,W SHORE EXPRESSWAY EXIT    7 NB,ADDRESS,STATEN ISLAND,,In Progress,,,02 STATEN ISLAND,5026380050,STATEN ISLAND,930819,153517,ONLINE,Unspecified,STATEN ISLAND,40.5878838093473,-74.1923729776601,"{'latitude': '40.5878838093473', 'longitude': '-74.1923729776601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10700,30,1,14,75,75,GLEN STREET,W SHORE EXPRESSWAY EXIT    7 NB,EAST SERVICE ROAD,,,,,,,,,
983,59862272,2023-12-28T21:27:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11214,2483 WEST   16 STREET,WEST   16 STREET,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,13 BROOKLYN,3069190001,BROOKLYN,988317,153104,ONLINE,Unspecified,BROOKLYN,40.586910311516114,-73.98535739795466,"{'latitude': '40.586910311516114', 'longitude': '-73.98535739795466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616,21,2,45,35,35,,,,,,,,,,,,
984,59870625,2023-12-28T21:27:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,141 BAY   32 STREET,BAY   32 STREET,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,,In Progress,,,11 BROOKLYN,3064170020,BROOKLYN,985582,157241,MOBILE,Unspecified,BROOKLYN,40.59826637929664,-73.99520352520015,"{'latitude': '40.59826637929664', 'longitude': '-73.99520352520015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616,1,2,45,37,37,BENSON AVENUE,BATH AVENUE,BAY   32 STREET,,,,,,,,,
985,59864510,2023-12-28T21:27:33.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11385,1870 MADISON STREET,MADISON STREET,,,ADDRESS,RIDGEWOOD,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,05 QUEENS,4034710018,QUEENS,1010650,195528,PHONE,Unspecified,QUEENS,40.70331657599223,-73.90478491140199,"{'latitude': '40.70331657599223', 'longitude': '-73.90478491140199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310,54,3,30,62,62,,,,,,,,,,,,
986,59869869,2023-12-28T21:27:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,33 NEVINS STREET,NEVINS STREET,LIVINGSTON STREET,SCHERMERHORN STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-28T22:30:52.000,02 BROOKLYN,3001670002,BROOKLYN,989363,189820,MOBILE,Unspecified,BROOKLYN,40.68768734574259,-73.98156361568533,"{'latitude': '40.68768734574259', 'longitude': '-73.98156361568533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17619,68,2,38,54,54,LIVINGSTON STREET,SCHERMERHORN STREET,NEVINS STREET,,2023-12-28T22:30:47.000,,,,,,,
987,59864157,2023-12-28T21:26:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10452,118 ROCKWOOD STREET,ROCKWOOD STREET,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-28T23:07:53.000,04 BRONX,2028350015,BRONX,1008266,246017,PHONE,Unspecified,BRONX,40.84190237103176,-73.91320268419156,"{'latitude': '40.84190237103176', 'longitude': '-73.91320268419156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,29,27,27,WALTON AVENUE,GRAND CONCOURSE,ROCKWOOD STREET,,2023-12-28T23:07:48.000,,,,,,,
988,59868324,2023-12-28T21:26:40.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11205,315 CLINTON AVENUE,CLINTON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,,In Progress,,,02 BROOKLYN,3019307501,BROOKLYN,993153,190156,ONLINE,Unspecified,BROOKLYN,40.688606587667856,-73.96789724333198,"{'latitude': '40.688606587667856', 'longitude': '-73.96789724333198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,68,2,48,55,55,DEKALB AVENUE,LAFAYETTE AVENUE,CLINTON AVENUE,,,,,,,,,
989,59869612,2023-12-28T21:26:18.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11423,198-09 JAMAICA AVENUE,JAMAICA AVENUE,198 STREET,93 AVENUE,ADDRESS,HOLLIS,,In Progress,,,12 QUEENS,4104810044,QUEENS,1050510,199294,PHONE,Unspecified,QUEENS,40.71344461975483,-73.76098799254672,"{'latitude': '40.71344461975483', 'longitude': '-73.76098799254672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24332,41,3,16,61,61,198 STREET,93 AVENUE,JAMAICA AVENUE,,,,,,,,,
990,59864162,2023-12-28T21:26:16.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11369,32-30 93 STREET,93 STREET,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-28T22:37:44.000,03 QUEENS,4014220019,QUEENS,1018773,215437,PHONE,Unspecified,QUEENS,40.75793388610345,-73.87538612601276,"{'latitude': '40.75793388610345', 'longitude': '-73.87538612601276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14511,65,3,21,73,73,32 AVENUE,NORTHERN BOULEVARD,93 STREET,,2023-12-28T22:37:40.000,,,,,,,
991,59869975,2023-12-28T21:26:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1701 EAST   32 STREET,EAST   32 STREET,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-12-28T22:20:37.000,18 BROOKLYN,3077150040,BROOKLYN,1001038,162490,PHONE,Unspecified,BROOKLYN,40.612658009269886,-73.93953409534781,"{'latitude': '40.612658009269886', 'longitude': '-73.93953409534781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13825,5,2,8,38,38,QUENTIN ROAD,AVENUE R,EAST   32 STREET,,2023-12-28T22:20:31.000,,,,,,,
992,59867705,2023-12-28T21:26:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,41-42 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,41 ROAD,SANFORD AVENUE,ADDRESS,FLUSHING,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-12-29T00:06:49.000,07 QUEENS,4050637501,QUEENS,1030425,214497,ONLINE,Unspecified,QUEENS,40.755300656041214,-73.83333372825528,"{'latitude': '40.755300656041214', 'longitude': '-73.83333372825528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67,67,41 ROAD,SANFORD AVENUE,COLLEGE POINT BOULEVARD,,2023-12-29T00:06:47.000,,,,,,,
993,59868601,2023-12-28T21:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11225,54 CROWN STREET,CROWN STREET,NYCTA SUBWAY,FRANKLIN AVE,ADDRESS,BROOKLYN,N/A,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2023-12-28T22:30:00.000,09 BROOKLYN,3011900029,BROOKLYN,995439,182365,ONLINE,Unspecified,BROOKLYN,40.66721946185691,-73.95966723860894,"{'latitude': '40.66721946185691', 'longitude': '-73.95966723860894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509,17,2,48,44,44,,,,,,,,,,,,
994,59869741,2023-12-28T21:26:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10452,1008 SUMMIT AVENUE,SUMMIT AVENUE,W 164 ST,W 165 ST,ADDRESS,BRONX,N/A,Open,,,04 BRONX,2025250003,BRONX,1003622,242971,PHONE,Unspecified,BRONX,40.83355339618701,-73.92999556513207,"{'latitude': '40.83355339618701', 'longitude': '-73.92999556513207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,35,27,27,,,,,,,,,,,,
995,59870073,2023-12-28T21:25:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,143 EAST   97 STREET,EAST   97 STREET,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-28T22:08:29.000,11 MANHATTAN,1016250024,MANHATTAN,998044,225805,MOBILE,Unspecified,MANHATTAN,40.78644797158429,-73.95018800672294,"{'latitude': '40.78644797158429', 'longitude': '-73.95018800672294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426,7,4,1,14,14,LEXINGTON AVENUE,3 AVENUE,EAST   97 STREET,,2023-12-28T22:08:24.000,,,,,,,
996,59868090,2023-12-28T21:25:06.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10462,750 PELHAM PARKWAY SOUTH,PELHAM PARKWAY SOUTH,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,11 BRONX,2043200022,BRONX,1021445,251412,ONLINE,Unspecified,BRONX,40.85666435767837,-73.8655419945208,"{'latitude': '40.85666435767837', 'longitude': '-73.8655419945208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,32,,,,,,,,,,,,
997,59868268,2023-12-28T21:24:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385,78-02 76 STREET,76 STREET,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,,In Progress,,,05 QUEENS,4038250006,QUEENS,1019397,195872,MOBILE,Unspecified,QUEENS,40.70423035463311,-73.8732359431833,"{'latitude': '40.70423035463311', 'longitude': '-73.8732359431833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15310,54,3,34,62,62,78 AVENUE,MYRTLE AVENUE,76 STREET,,,,,,,,,
998,59864900,2023-12-28T21:24:48.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11205,306 WAVERLY AVENUE,WAVERLY AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,,In Progress,,,02 BROOKLYN,3019307501,BROOKLYN,993414,190194,ONLINE,Unspecified,BROOKLYN,40.6887106225405,-73.96695606857219,"{'latitude': '40.6887106225405', 'longitude': '-73.96695606857219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212,68,2,48,55,55,DEKALB AVENUE,LAFAYETTE AVENUE,WAVERLY AVENUE,,,,,,,,,
999,59866954,2023-12-28T21:24:43.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10033,495 WEST  186 STREET,WEST  186 STREET,,,ADDRESS,NEW YORK,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-12-28T00:00:00.000,12 MANHATTAN,1021490093,MANHATTAN,1004149,249310,ONLINE,Unspecified,MANHATTAN,40.85095092130755,-73.9280723409688,"{'latitude': '40.85095092130755', 'longitude': '-73.9280723409688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13091,47,4,39,22,22,,,,,,,,,,,,
1000,59869161,2023-12-28T21:24:43.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,495 WEST  186 STREET,WEST  186 STREET,,,ADDRESS,NEW YORK,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-12-28T00:00:00.000,12 MANHATTAN,1021490093,MANHATTAN,1004149,249310,ONLINE,Unspecified,MANHATTAN,40.85095092130755,-73.9280723409688,"{'latitude': '40.85095092130755', 'longitude': '-73.9280723409688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13091,47,4,39,22,22,,,,,,,,,,,,
1001,59867955,2023-12-28T21:24:43.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11201,90 SANDS STREET,SANDS STREET,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,02 BROOKLYN,3000870009,BROOKLYN,987794,194331,ONLINE,Unspecified,BROOKLYN,40.70006976346633,-73.9872187206513,"{'latitude': '40.70006976346633', 'longitude': '-73.9872187206513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16865,68,2,38,54,54,,,,,,,,,,,,
1002,59863473,2023-12-28T21:24:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10028,1646 1 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,08 MANHATTAN,1015650001,MANHATTAN,998221,222222,PHONE,Unspecified,MANHATTAN,40.776613310236044,-73.94955628687826,"{'latitude': '40.776613310236044', 'longitude': '-73.94955628687826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12425,23,4,1,11,11,,,,,,,,,,,,
1003,59868067,2023-12-28T21:24:09.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10029,236 EAST  112 STREET,EAST  112 STREET,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,11 MANHATTAN,1016610035,MANHATTAN,1000620,228915,PHONE,Unspecified,MANHATTAN,40.79497968689877,-73.94087814624046,"{'latitude': '40.79497968689877', 'longitude': '-73.94087814624046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426,7,4,35,14,14,,,,,,,,,,,,
1004,59869004,2023-12-28T21:23:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10474,1204 GILBERT PLACE,GILBERT PLACE,HUNTS POINT AVENUE,FAILE STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-28T21:39:23.000,02 BRONX,2027620016,BRONX,1015170,237244,MOBILE,Unspecified,BRONX,40.81780154329236,-73.88829108282302,"{'latitude': '40.81780154329236', 'longitude': '-73.88829108282302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12343,8,5,43,24,24,HUNTS POINT AVENUE,FAILE STREET,GILBERT PLACE,,2023-12-28T21:39:19.000,,,,,,,
1005,59862107,2023-12-28T21:22:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,2043 HOLLAND AVENUE,HOLLAND AVENUE,ANTIN PLACE,BRADY AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:58:55.000,11 BRONX,2042850016,BRONX,1021359,249597,PHONE,Unspecified,BRONX,40.851683091061616,-73.86586292660624,"{'latitude': '40.851683091061616', 'longitude': '-73.86586292660624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,32,ANTIN PLACE,BRADY AVENUE,HOLLAND AVENUE,,2023-12-29T00:58:50.000,,,,,,,
1006,59864202,2023-12-28T21:22:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,EAST    5 STREET,EAST    5 STREET,EAST    5 STREET,RYDER AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-28T21:59:55.000,12 BROOKLYN,,BROOKLYN,992601,162938,ONLINE,Unspecified,BROOKLYN,40.61389964521426,-73.96992136456537,"{'latitude': '40.61389964521426', 'longitude': '-73.96992136456537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513,2,2,18,39,39,EAST    5 STREET,RYDER AVENUE,,,2023-12-28T21:59:50.000,,,,,,,
1007,59869377,2023-12-28T21:22:36.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11368,35-22 102 STREET,102 STREET,35 AVENUE,37 AVENUE,ADDRESS,CORONA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-28T21:46:08.000,03 QUEENS,4017420015,QUEENS,1021419,213973,ONLINE,Unspecified,QUEENS,40.75390485611389,-73.86584325860676,"{'latitude': '40.75390485611389', 'longitude': '-73.86584325860676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510,65,3,21,73,73,35 AVENUE,37 AVENUE,102 STREET,,2023-12-28T21:46:03.000,,,,,,,
1008,59864425,2023-12-28T21:22:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10461,1803 HAIGHT AVENUE,HAIGHT AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-12-29T00:47:36.000,11 BRONX,2041300033,BRONX,1024834,248941,PHONE,Unspecified,BRONX,40.84986727884993,-73.85330591516451,"{'latitude': '40.84986727884993', 'longitude': '-73.85330591516451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11270,59,5,12,32,32,MORRIS PARK AVENUE,RHINELANDER AVENUE,HAIGHT AVENUE,,2023-12-29T00:47:31.000,,,,,,,
1009,59869521,2023-12-28T21:22:06.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11215,441 4 STREET,4 STREET,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,,In Progress,,,06 BROOKLYN,3009830049,BROOKLYN,989892,183452,ONLINE,Unspecified,BROOKLYN,40.670208306866236,-73.97966148618968,"{'latitude': '40.670208306866236', 'longitude': '-73.97966148618968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17617,14,2,27,50,50,6 AVENUE,7 AVENUE,4 STREET,,,,,,,,,
1010,59868812,2023-12-28T21:22:02.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11370,30-02 85 STREET,85 STREET,,,ADDRESS,EAST ELMHURST,N/A,Open,The graffiti has been reported. The property owner will be notified that the City will remove the graffiti after 35 days unless the property owner requests to keep the graffiti or remove it himself or herself.,2023-12-28T21:22:03.000,03 QUEENS,4013820006,QUEENS,1016508,216618,UNKNOWN,Unspecified,QUEENS,40.761183979582505,-73.88355617054563,"{'latitude': '40.761183979582505', 'longitude': '-73.88355617054563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14781,65,3,4,73,73,,,,,,,,,,,,
1011,59867694,2023-12-28T21:21:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,463 HARMAN STREET,HARMAN STREET,ST NICHOLAS AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-12-28T21:49:13.000,04 BROOKLYN,3032820045,BROOKLYN,1007826,195717,ONLINE,Unspecified,BROOKLYN,40.70384331101578,-73.91496937211434,"{'latitude': '40.70384331101578', 'longitude': '-73.91496937211434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828,42,2,37,53,53,ST NICHOLAS AVENUE,CYPRESS AVENUE,HARMAN STREET,,2023-12-28T21:49:09.000,,,,,,,
1012,59869135,2023-12-28T21:21:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2410 WASHINGTON AVENUE,WASHINGTON AVENUE,,,ADDRESS,BRONX,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-12-28T00:00:00.000,06 BRONX,2030570011,BRONX,1014426,251908,PHONE,Unspecified,BRONX,40.858052508996636,-73.8909130551251,"{'latitude': '40.858052508996636', 'longitude': '-73.8909130551251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,35,5,22,31,31,,,,,,,,,,,,
1013,59864532,2023-12-28T21:21:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10462,2201 HAVILAND AVENUE,HAVILAND AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,09 BRONX,2038190001,BRONX,1025731,241912,PHONE,Unspecified,BRONX,40.83057058082591,-73.85010711901911,"{'latitude': '40.83057058082591', 'longitude': '-73.85010711901911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,58,5,31,26,26,,,,,,,,,,,,
1014,59867224,2023-12-28T21:21:08.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,72-03 PENELOPE AVENUE,PENELOPE AVENUE,72 STREET,PLEASANTVIEW STREET,ADDRESS,MIDDLE VILLAGE,,In Progress,,,05 QUEENS,4029810040,QUEENS,1016665,200224,PHONE,Unspecified,QUEENS,40.71618598098511,-73.88306843396727,"{'latitude': '40.71618598098511', 'longitude': '-73.88306843396727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15309,54,3,34,62,62,72 STREET,PLEASANTVIEW STREET,PENELOPE AVENUE,,,,,,,,,
1015,59870428,2023-12-28T21:21:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10460,1436 TAYLOR AVENUE,TAYLOR AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,09 BRONX,2039000019,BRONX,1021293,243947,PHONE,Unspecified,BRONX,40.83617579177883,-73.86613270553708,"{'latitude': '40.83617579177883', 'longitude': '-73.86613270553708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,58,5,31,26,26,,,,,,,,,,,,
1016,59869231,2023-12-28T21:21:06.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10453,2170 DAVIDSON AVENUE,DAVIDSON AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-12-28T00:00:00.000,05 BRONX,2031950051,BRONX,1010244,251434,PHONE,Unspecified,BRONX,40.85676482542745,-73.90603290840414,"{'latitude': '40.85676482542745', 'longitude': '-73.90603290840414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,29,29,29,,,,,,,,,,,,
